ite,policy_name,devices,category,num_of_completed_tasks(ALL),num_of_failed_tasks(ALL),num_of_uncompleted_tasks(ALL),num_of_failed_tasks_due_network,average_service_time(ALL),average_processing_time(ALL),average_network_delay(ALL),average_cost,unknown1,num_of_failed_tasks_due_vm_capacity(ALL),num_of_failed_tasks_due_mobility,unknown2,unknown3,unknown4,num_of_completed_tasks(Edge),num_of_failed_tasks(Edge),num_of_uncompleted_tasks(Edge),unknown5,average_service_time(Edge),average_processing_time(Edge),unknown6,average_server_utilization(Edge),num_of_failed_tasks_due_vm_capacity(Edge),unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,num_of_completed_tasks(Mobile),num_of_failed_tasks(Mobile),num_of_uncompleted_tasks(Mobile),unknown16,average_service_time(Mobile),average_processing_time(Mobile),unknown17,average_server_utilization(Mobile),num_of_failed_tasks_due_vm_capacity(Mobile),average_network_delay(LAN_delay),unknown18,unknown19,unknown20,num_of_failed_tasks_due_network(WLAN),num_of_failed_tasks_due_network(MAN),num_of_failed_tasks_due_network(WAN),num_of_failed_tasks_due_network(GSM),unknown21,average_overhead(ns)
ite6,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,225245,21610,1668,17570,11.882367025607529,7.889149253265673,28.817516888733305,0.0,0.0,490,3550,0.0,0.0,0,31212,21610,604,0,35.07692600719093,6.259409118457713,0.0,25.144188963210716,490,0,0,0,0,0.0,0.0,0.0,0.0,0,194033,0,1064,0,8.151308005063674,8.151308005063674,0.0,30.331555183946485,0,28.817516888733305,0.0,0.0,0.0,17570,0,0,0,5261,696.7602762755464
ite6,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,280179,28727,1940,23119,10.780414528149823,7.517058973230301,27.9712339703192,0.0,0.0,1743,3865,0.0,0.0,0,32688,28727,687,0,35.08362680911348,7.1123928387942,0.0,33.37704849498329,1743,0,0,0,0,0.0,0.0,0.0,0.0,0,247491,0,1253,0,7.5705062767784925,7.5705062767784925,0.0,28.353341137123767,0,27.9712339703192,0.0,0.0,0.0,23119,0,0,0,9932,1009.9065864696704
ite6,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,327677,39284,2286,29601,10.923693767244844,7.6513187899919375,32.52592032703408,0.0,0.0,4654,5029,0.0,0.0,0,32967,39284,783,0,41.398846947197015,8.872926620162804,0.0,44.27044314381273,4654,0,0,0,0,0.0,0.0,0.0,0.0,0,294710,0,1503,0,7.514666673208489,7.514666673208489,0.0,27.836560758082495,0,32.52592032703408,0.0,0.0,0.0,29601,0,0,0,11796,814.5582527843559
ite6,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,389446,53616,2880,36097,10.815749553861922,7.880802408150991,33.07014512943121,0.0,0.0,11372,6147,0.0,0.0,0,34563,53616,1087,0,45.27395462658119,12.203809497150143,0.0,63.50714882943144,11372,0,0,0,0,0.0,0.0,0.0,0.0,0,354883,0,1793,0,7.459773240743474,7.459773240743474,0.0,28.460124223602485,0,33.07014512943121,0.0,0.0,0.0,36097,0,0,0,17843,648.27222149496
ite6,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,417523,74187,3355,41578,11.698204494323367,8.669310890907367,38.746062807655946,0.0,0.0,24956,7653,0.0,0.0,0,32639,74187,1232,0,53.940939989109204,15.194877181453066,0.0,79.44381270903007,24956,0,0,0,0,0.0,0.0,0.0,0.0,0,384884,0,2123,0,8.11592868183368,8.11592868183368,0.0,29.930451505016723,0,38.746062807655946,0.0,0.0,0.0,41578,0,0,0,21612,695.0292977568079
ite6,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,467792,84367,3587,46409,11.2111120349774,8.551757787622384,37.03887343551583,0.0,0.0,30615,7343,0.0,0.0,0,33587,84367,1249,0,53.651689196280266,16.61281576076443,0.0,87.24427257525083,30615,0,0,0,0,0.0,0.0,0.0,0.0,0,434205,0,2338,0,7.928211872342951,7.928211872342951,0.0,29.294189892233337,0,37.03887343551583,0.0,0.0,0.0,46409,0,0,0,28151,929.0932159033902
ite6,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,510874,100230,4087,48460,11.149389351412635,8.699350330584183,37.60888298809129,0.0,0.0,44274,7496,0.0,0.0,0,33281,100230,1397,0,55.404785540160276,17.795902552069027,0.0,93.21241638795989,44274,0,0,0,0,0.0,0.0,0.0,0.0,0,477593,0,2690,0,8.065458388107574,8.065458388107574,0.0,29.618914715719054,0,37.60888298809129,0.0,0.0,0.0,48460,0,0,0,33949,946.416086296277
ite6,RANDOM,200,ALL_APPS_GENERIC,59224,3019,194,0,5.8532688869212155,5.11966865458003,1.4102421500965532,0.0,0.0,2802,217,0.0,0.0,0,30808,217,37,0,2.680988167635551,1.2707460175390033,0.0,2.94234949832776,0,0,0,0,0,0.0,0.0,0.0,0.0,0,28416,2802,157,0,9.292585623962058,9.292585623962058,0.0,21.280785953177244,2802,1.4102421500965532,0.0,0.0,0.0,0,0,0,0,150,80.33116977009463
ite6,RANDOM,400,ALL_APPS_GENERIC,117886,7058,553,771,7.075472413223755,5.085679658965178,3.8655401705369923,0.0,0.0,5336,951,0.0,0.0,0,60682,1722,224,0,5.3096951042014275,1.4441549336644246,0.0,6.776379598662206,0,0,0,0,0,0.0,0.0,0.0,0.0,0,57204,5336,329,0,8.948608883856792,8.948608883856792,0.0,20.461714046822753,5336,3.8655401705369923,0.0,0.0,0.0,771,0,0,0,943,145.708421372775
ite6,RANDOM,600,ALL_APPS_GENERIC,150443,34538,1129,23434,11.680334305892895,5.8918007705770075,13.253045254889493,0.0,0.0,8219,2885,0.0,0.0,0,65709,26319,540,0,15.034140832261423,1.7810955773718953,0.0,11.717265886287622,0,0,0,0,0,0.0,0.0,0.0,0.0,0,84734,8219,589,0,9.07954509446487,9.07954509446487,0.0,20.47892419175028,8219,13.253045254889493,0.0,0.0,0.0,23434,0,0,0,2124,170.3295311410361
ite6,RANDOM,800,ALL_APPS_GENERIC,181347,61924,1382,47398,11.902114235420385,6.727892293823473,13.455648188754205,0.0,0.0,11093,3433,0.0,0.0,0,69735,51436,587,0,16.176271122911665,2.7206229341574604,0.0,23.60004180602007,605,0,0,0,0,0.0,0.0,0.0,0.0,0,111612,10488,795,0,9.231627813268576,9.231627813268576,0.0,20.619498327759214,10488,13.455648188754205,0.0,0.0,0.0,47398,0,0,0,3639,160.58967160080732
ite6,RANDOM,1000,ALL_APPS_GENERIC,205431,95820,1751,72300,13.072751421105062,7.632108576556757,16.159336960333107,0.0,0.0,18852,4668,0.0,0.0,0,69166,82146,810,0,19.938355413257195,3.7790184529241237,0.0,38.03499163879599,5178,0,0,0,0,0.0,0.0,0.0,0.0,0,136265,13674,941,0,9.587877346902607,9.587877346902607,0.0,21.027722408026747,13674,16.159336960333107,0.0,0.0,0.0,72300,0,0,0,5378,156.11758301217256
ite6,RANDOM,1200,ALL_APPS_GENERIC,239201,130259,2314,92315,13.570825943427147,8.196418540628974,17.784406733761987,0.0,0.0,31250,6694,0.0,0.0,0,72286,113431,1123,0,23.238843221924352,5.454436488162354,0.0,55.97583612040137,14422,0,0,0,0,0.0,0.0,0.0,0.0,0,166915,16828,1191,0,9.38389069498659,9.38389069498659,0.0,21.048625975473794,16828,17.784406733761987,0.0,0.0,0.0,92315,0,0,0,7881,150.86309208033347
ite6,RANDOM,1400,ALL_APPS_GENERIC,265939,163602,2467,108949,13.509130068514764,8.597166386082165,17.977027272685433,0.0,0.0,47747,6906,0.0,0.0,0,72664,144596,1201,0,24.178117126721983,6.201089854036528,0.0,65.80890468227422,28741,0,0,0,0,0.0,0.0,0.0,0.0,0,193275,19006,1266,0,9.497999422556378,9.497999422556378,0.0,21.01545867176302,19006,17.977027272685433,0.0,0.0,0.0,108949,0,0,0,9720,137.73049138499002
ite6,RANDOM,1600,ALL_APPS_GENERIC,308068,194902,2837,125426,12.432310075952284,8.273212947964911,15.912034251391637,0.0,0.0,62071,7405,0.0,0.0,0,80523,174843,1362,0,22.76429764919137,6.852263397799691,0.0,75.35301003344485,42012,0,0,0,0,0.0,0.0,0.0,0.0,0,227545,20059,1475,0,8.776054674339726,8.776054674339726,0.0,19.80841973244148,20059,15.912034251391637,0.0,0.0,0.0,125426,0,0,0,13202,144.26076306737977
ite6,RANDOM,1800,ALL_APPS_GENERIC,337523,232040,2827,151731,12.072516673568796,8.266904028750327,16.06968168839814,0.0,0.0,73040,7269,0.0,0.0,0,79932,209651,1251,0,23.222744865100463,7.1530631767023145,0.0,80.30635451505022,50651,0,0,0,0,0.0,0.0,0.0,0.0,0,257591,22389,1576,0,8.612535386157713,8.612535386157713,0.0,19.56720364176886,22389,16.06968168839814,0.0,0.0,0.0,151731,0,0,0,16821,149.23330869456058
ite6,RANDOM,2000,ALL_APPS_GENERIC,356324,260749,3156,148875,12.62716736641855,9.017174192104639,16.086932477635518,0.0,0.0,104150,7724,0.0,0.0,0,79961,234896,1349,0,24.442737352940217,8.355804875304733,0.0,90.69193143812709,78297,0,0,0,0,0.0,0.0,0.0,0.0,0,276363,25853,1807,0,9.208530314091412,9.208530314091412,0.0,20.29887959866221,25853,16.086932477635518,0.0,0.0,0.0,148875,0,0,0,19856,153.95763386179593
ite7,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,51083,5767,369,4622,8.640144678303809,1.669582003587144,6.970562674716673,0.0,0.0,0,1145,0.0,0.0,0,51083,5767,309,0,8.640144678303809,1.669582003587144,0.0,7.256856187290969,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,60,0,0.0,0.0,0.0,0.0,0,6.970562674716673,0.0,0.0,0.0,4622,0,0,0,60,360.39732629727354
ite7,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,72423,51570,801,48155,15.292948767752792,2.77545336187273,12.89496280073468,0.0,0.0,44,3371,0.0,0.0,0,70303,51526,652,0,15.502715588496454,2.60775278776175,0.0,22.936580267558515,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2120,44,149,0,8.336704994761694,8.336704994761694,0.0,0.7995066889632103,44,12.89496280073468,0.0,0.0,0.0,48155,0,0,0,277,596.9586750864968
ite7,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,90503,94371,1213,87586,19.63283723320568,5.68002660717631,16.908415838778954,0.0,0.0,453,6332,0.0,0.0,0,74683,93918,959,0,22.110186557286212,5.2017707185072055,0.0,50.66668060200666,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15820,453,254,0,7.937775313464286,7.937775313464286,0.0,3.3904793756967666,453,16.908415838778954,0.0,0.0,0.0,87586,0,0,0,783,1078.3727673983362
ite7,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,113694,139084,1757,131349,17.82498584521484,6.589316489347573,16.66181707812869,0.0,0.0,1507,6228,0.0,0.0,0,76668,137577,1301,0,22.403034773186537,5.741217695057868,0.0,61.11906354515046,0,0,0,0,0,0.0,0.0,0.0,0.0,0,37026,1507,456,0,8.34543484835488,8.34543484835488,0.0,6.527964046822744,1507,16.66181707812869,0.0,0.0,0.0,131349,0,0,0,1811,1363.1454873446264
ite7,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,144205,163124,1768,151128,17.134179923409334,8.304164302155543,17.499964303659876,0.0,0.0,4573,7423,0.0,0.0,0,72762,158551,1185,0,24.583265563928773,7.083301260268876,0.0,74.01417224080267,0,0,0,0,0,0.0,0.0,0.0,0.0,0,71443,4573,583,0,9.547567247913154,9.547567247913154,0.0,11.401056856187292,4573,17.499964303659876,0.0,0.0,0.0,151128,0,0,0,3197,1743.5709614126881
ite7,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,182999,182220,2269,165595,15.9498943756048,9.055298716901714,17.779996490332916,0.0,0.0,9221,7404,0.0,0.0,0,70962,172999,1372,0,26.09313933873571,8.313142848402885,0.0,82.53398829431433,0,0,0,0,0,0.0,0.0,0.0,0.0,0,112037,9221,897,0,9.525365433615155,9.525365433615155,0.0,14.855239687848378,9221,17.779996490332916,0.0,0.0,0.0,165595,0,0,0,5033,2109.4450754205013
ite7,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,220541,214864,2352,195240,14.29264842471842,8.596195980819981,16.513115556589767,0.0,0.0,11974,7650,0.0,0.0,0,76079,202890,1409,0,24.500932236495665,7.987816679905913,0.0,83.71885451505008,0,0,0,0,0,0.0,0.0,0.0,0.0,0,144462,11974,943,0,8.916590886291619,8.916590886291619,0.0,15.09970616340181,11974,16.513115556589767,0.0,0.0,0.0,195240,0,0,0,8503,2855.0391221965756
ite7,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,253130,242925,2520,217894,14.027986140792464,9.101733218467174,17.522903787476757,0.0,0.0,17576,7455,0.0,0.0,0,71163,225349,1385,0,26.014553005827853,8.491649218351133,0.0,86.02094481605354,0,0,0,0,0,0.0,0.0,0.0,0.0,0,181967,17576,1135,0,9.340322675348151,9.340322675348151,0.0,17.44895903010032,17576,17.522903787476757,0.0,0.0,0.0,217894,0,0,0,11541,3191.2810736712663
ite7,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,291912,272666,2777,243508,13.197455400319335,8.927719991596488,16.870425049148377,0.0,0.0,21744,7414,0.0,0.0,0,73880,250922,1386,0,25.170592328876,8.300167279727635,0.0,86.54239130434777,0,0,0,0,0,0.0,0.0,0.0,0.0,0,218032,21744,1391,0,9.140365815846495,9.140365815846495,0.0,18.031129691564463,21744,16.870425049148377,0.0,0.0,0.0,243508,0,0,0,14203,3676.56920921467
ite7,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,320161,313533,2740,281468,12.81726427888284,8.941685834404748,17.372195594855334,0.0,0.0,24684,7381,0.0,0.0,0,71425,288849,1402,0,25.76713031064207,8.394934715786675,0.0,87.27378762541804,0,0,0,0,0,0.0,0.0,0.0,0.0,0,248736,24684,1338,0,9.098686423974828,9.098686423974828,0.0,18.501638795986615,24684,17.372195594855334,0.0,0.0,0.0,281468,0,0,0,12452,2307.8929183486034
ite7,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,61407,108,233,0,6.811669584295036,6.350945808983144,2.4276355646625825,0.0,0.0,0,108,0.0,0.0,0,11654,108,18,0,4.82507155976924,2.3974359951066573,0.0,2.3753762541806003,0,0,0,0,0,0.0,0.0,0.0,0.0,0,49753,0,215,0,7.277004606863002,7.277004606863002,0.0,26.820852842809366,0,2.4276355646625825,0.0,0.0,0.0,0,0,0,0,121,155.18367877753394
ite7,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,121867,1417,720,745,8.542351645844743,6.846682714575344,8.966290000737969,0.0,0.0,0,672,0.0,0.0,0,23047,1417,218,0,12.247792894276227,3.28150289353825,0.0,6.8346571906354505,0,0,0,0,0,0.0,0.0,0.0,0.0,0,98820,0,502,0,7.678161153509191,7.678161153509191,0.0,28.884749163879615,0,8.966290000737969,0.0,0.0,0.0,745,0,0,0,844,338.9807760942215
ite7,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,177175,8420,1346,5550,11.545609286432269,7.317670042226458,24.759052572869354,0.0,0.0,2,2868,0.0,0.0,0,30255,8420,528,0,29.005070408304658,4.246017835435334,0.0,13.576212374581935,2,0,0,0,0,0.0,0.0,0.0,0.0,0,146920,0,818,0,7.950210455488542,7.950210455488542,0.0,29.753979933110386,0,24.759052572869354,0.0,0.0,0.0,5550,0,0,0,3032,497.7546970554164
ite7,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,217074,22749,1583,18916,12.168781317651254,7.985214113163474,30.002433755557696,0.0,0.0,598,3235,0.0,0.0,0,30269,22749,591,0,35.41578947256148,5.413355717003864,0.0,23.02161371237457,598,0,0,0,0,0.0,0.0,0.0,0.0,0,186805,0,992,0,8.401945901891626,8.401945901891626,0.0,30.235510033444807,0,30.002433755557696,0.0,0.0,0.0,18916,0,0,0,4918,514.6994783652945
ite7,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,285432,28574,2071,22495,10.941986346490232,7.398440866698844,31.171143780442943,0.0,0.0,1343,4736,0.0,0.0,0,32448,28574,744,0,38.136272500523226,6.965128720080471,0.0,33.376630434782626,1343,0,0,0,0,0.0,0.0,0.0,0.0,0,252984,0,1327,0,7.454017948781037,7.454017948781037,0.0,28.556685618729098,0,31.171143780442943,0.0,0.0,0.0,22495,0,0,0,9420,622.459277848194
ite7,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,324340,41369,2456,29874,11.252267410470079,7.950728663026607,32.26336478896796,0.0,0.0,6315,5180,0.0,0.0,0,33190,41369,883,0,42.43611644504681,10.172751656078944,0.0,50.9326923076923,6315,0,0,0,0,0.0,0.0,0.0,0.0,0,291150,0,1573,0,7.697426436890884,7.697426436890884,0.0,28.441998327759194,0,32.26336478896796,0.0,0.0,0.0,29874,0,0,0,12748,773.277182131148
ite7,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,363824,54547,2962,33037,11.774000830753371,8.51699772351455,34.686959150167816,0.0,0.0,14382,7128,0.0,0.0,0,34162,54547,1171,0,48.29780052838658,13.610841378218822,0.0,69.7537207357859,14382,0,0,0,0,0.0,0.0,0.0,0.0,0,329662,0,1791,0,7.989136195852857,7.989136195852857,0.0,28.784708552317237,0,34.686959150167816,0.0,0.0,0.0,33037,0,0,0,15572,714.1340580489566
ite7,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,427658,67365,3163,39853,11.064672992725503,8.171938846355632,36.69289335809734,0.0,0.0,20532,6980,0.0,0.0,0,33715,67365,1079,0,51.192065722632236,14.499172364535076,0.0,75.42642140468224,20532,0,0,0,0,0.0,0.0,0.0,0.0,0,393943,0,2084,0,7.630432389671755,7.630432389671755,0.0,28.535171404682263,0,36.69289335809734,0.0,0.0,0.0,39853,0,0,0,22647,877.5778014354888
ite7,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,466858,82289,3622,45619,11.062506558726644,8.463875618597987,36.524314891817575,0.0,0.0,29238,7432,0.0,0.0,0,33216,82289,1230,0,53.02035102353536,16.496036131717776,0.0,86.04126254180595,29238,0,0,0,0,0.0,0.0,0.0,0.0,0,433642,0,2392,0,7.848630223539898,7.848630223539898,0.0,28.842513935340016,0,36.524314891817575,0.0,0.0,0.0,45619,0,0,0,27880,820.4724290581574
ite7,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,521379,97821,3872,48962,10.835403765949586,8.430402965081736,37.715189718040925,0.0,0.0,41117,7742,0.0,0.0,0,33247,97821,1334,0,55.23926144062837,17.524071722587255,0.0,92.46149665551843,41117,0,0,0,0,0.0,0.0,0.0,0.0,0,488132,0,2538,0,7.8110270479511845,7.8110270479511845,0.0,29.105244147157187,0,37.715189718040925,0.0,0.0,0.0,48962,0,0,0,37432,905.0144428294574
ite7,RANDOM,200,ALL_APPS_GENERIC,61103,2838,155,0,5.097377789634575,4.543598576693112,1.0738336215404873,0.0,0.0,2605,233,0.0,0.0,0,31511,233,33,0,2.2517172735905984,1.177883652050116,0.0,2.69661371237458,0,0,0,0,0,0.0,0.0,0.0,0.0,0,29592,2605,122,0,8.127575428221414,8.127575428221414,0.0,19.007959866220734,2605,1.0738336215404873,0.0,0.0,0.0,0,0,0,0,168,93.63635226224176
ite7,RANDOM,400,ALL_APPS_GENERIC,111038,12096,575,5991,8.29182303738096,5.268594701441488,6.177076602558619,0.0,0.0,5179,926,0.0,0.0,0,54345,6917,231,0,7.650816475076172,1.4737398725175341,0.0,6.497575250836121,0,0,0,0,0,0.0,0.0,0.0,0.0,0,56693,5179,344,0,8.906281641237792,8.906281641237792,0.0,20.167290969899682,5179,6.177076602558619,0.0,0.0,0.0,5991,0,0,0,904,143.44873065116053
ite7,RANDOM,600,ALL_APPS_GENERIC,146940,34902,1162,24032,11.706058768967933,5.905781667208328,13.321028388624033,0.0,0.0,8133,2737,0.0,0.0,0,63981,26769,549,0,15.008392059869216,1.687363671245167,0.0,11.144439799331101,0,0,0,0,0,0.0,0.0,0.0,0.0,0,82959,8133,613,0,9.159179150299009,9.159179150299009,0.0,20.397424749163882,8133,13.321028388624033,0.0,0.0,0.0,24032,0,0,0,2054,160.8386456374215
ite7,RANDOM,800,ALL_APPS_GENERIC,185141,58478,1319,44486,11.491671257362775,6.142156881878183,13.605715319828425,0.0,0.0,10269,3723,0.0,0.0,0,72794,48521,616,0,15.793993237116101,2.1882779172876705,0.0,19.251086956521714,312,0,0,0,0,0.0,0.0,0.0,0.0,0,112347,9957,703,0,8.704029164612937,8.704029164612937,0.0,19.475522575250842,9957,13.605715319828425,0.0,0.0,0.0,44486,0,0,0,3918,171.29569122277
ite7,RANDOM,1000,ALL_APPS_GENERIC,220588,88027,1664,65121,11.489142660081137,6.8114249115676495,13.02378455481766,0.0,0.0,18796,4110,0.0,0.0,0,79228,75652,723,0,16.29183118700572,3.268046632188112,0.0,34.59109531772575,6421,0,0,0,0,0.0,0.0,0.0,0.0,0,141360,12375,941,0,8.797381153210837,8.797381153210837,0.0,19.709702341137138,12375,13.02378455481766,0.0,0.0,0.0,65121,0,0,0,5960,166.49456118464755
ite7,RANDOM,1200,ALL_APPS_GENERIC,243283,127001,2248,92513,13.056220818103288,7.888707209045103,16.68593251333919,0.0,0.0,28118,6370,0.0,0.0,0,75343,110685,1067,0,21.61437872813652,4.928446214797393,0.0,52.40928093645486,11802,0,0,0,0,0.0,0.0,0.0,0.0,0,167940,16316,1181,0,9.216770470266987,9.216770470266987,0.0,20.70771460423632,16316,16.68593251333919,0.0,0.0,0.0,92513,0,0,0,8584,169.8789064609867
ite7,RANDOM,1400,ALL_APPS_GENERIC,272618,160091,2454,111160,12.903030928795244,8.109413883461833,17.03748603919914,0.0,0.0,42047,6884,0.0,0.0,0,76703,141692,1138,0,23.052367106988182,6.014881067789021,0.0,64.0401755852843,23648,0,0,0,0,0.0,0.0,0.0,0.0,0,195915,18399,1316,0,8.929447829614793,8.929447829614793,0.0,19.981650740563783,18399,17.03748603919914,0.0,0.0,0.0,111160,0,0,0,10773,163.41416980002728
ite7,RANDOM,1600,ALL_APPS_GENERIC,306633,194644,2623,129487,12.470766006965667,8.226068363489965,16.365291612330513,0.0,0.0,57795,7362,0.0,0.0,0,79532,174308,1202,0,22.95109902236962,6.585807410039066,0.0,73.09908026755849,37459,0,0,0,0,0.0,0.0,0.0,0.0,0,227101,20336,1421,0,8.8004966317489,8.8004966317489,0.0,19.85619565217392,20336,16.365291612330513,0.0,0.0,0.0,129487,0,0,0,13506,150.0537307716093
ite7,RANDOM,1800,ALL_APPS_GENERIC,328382,230116,2970,141118,12.659300771345258,8.71620423114842,16.675362885549518,0.0,0.0,81566,7432,0.0,0.0,0,77650,206509,1322,0,24.223622809979137,7.54825992442967,0.0,82.59306020066893,57959,0,0,0,0,0.0,0.0,0.0,0.0,0,250732,23607,1648,0,9.077908662240954,9.077908662240954,0.0,20.252820512820513,23607,16.675362885549518,0.0,0.0,0.0,141118,0,0,0,18610,184.47368119491924
ite7,RANDOM,2000,ALL_APPS_GENERIC,359256,264037,3248,156347,12.381576560161593,8.790281119222282,16.214991390132855,0.0,0.0,100054,7636,0.0,0.0,0,79568,238134,1368,0,24.35538172876385,8.140390338630999,0.0,89.32525083612042,74151,0,0,0,0,0.0,0.0,0.0,0.0,0,279688,25903,1880,0,8.975167527041314,8.975167527041314,0.0,19.984819397993316,25903,16.214991390132855,0.0,0.0,0.0,156347,0,0,0,19657,153.34049957243224
ite8,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,56327,6257,343,5182,7.834165008650436,1.4913523880380777,6.342812620612388,0.0,0.0,0,1075,0.0,0.0,0,56327,6257,292,0,7.834165008650436,1.4913523880380777,0.0,6.973536789297664,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,51,0,0.0,0.0,0.0,0.0,0,6.342812620612388,0.0,0.0,0.0,5182,0,0,0,78,380.69343602198643
ite8,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,65399,52690,889,48735,19.348026227808838,2.6310658219362186,16.969429944178692,0.0,0.0,21,3934,0.0,0.0,0,64426,52669,710,0,19.52669831152147,2.557268367342674,0.0,21.71408862876252,0,0,0,0,0,0.0,0.0,0.0,0.0,0,973,21,179,0,7.517473642741757,7.517473642741757,0.0,0.3742140468227425,21,16.969429944178692,0.0,0.0,0.0,48735,0,0,0,185,463.11089940637993
ite8,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,96548,90283,1125,83498,17.468787318805003,5.441424324491453,14.849143135957114,0.0,0.0,791,5994,0.0,0.0,0,78201,89492,882,0,19.439809689948223,4.590666553991088,0.0,47.537081939799315,0,0,0,0,0,0.0,0.0,0.0,0.0,0,18347,791,243,0,9.067636152632303,9.067636152632303,0.0,4.79696209587514,791,14.849143135957114,0.0,0.0,0.0,83498,0,0,0,933,1092.1903056773233
ite8,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,109981,134098,1618,125342,18.597459301960434,6.849040953922896,17.7545179500867,0.0,0.0,1932,6824,0.0,0.0,0,72776,132166,1136,0,23.613941234582214,5.85942328449543,0.0,60.42959866220736,0,0,0,0,0,0.0,0.0,0.0,0.0,0,37205,1932,482,0,8.784813444455107,8.784813444455107,0.0,7.0383444816053515,1932,17.7545179500867,0.0,0.0,0.0,125342,0,0,0,1277,1157.479639788757
ite8,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,153148,163020,2036,150440,16.56318568385338,8.246096323375562,17.311971313722715,0.0,0.0,5270,7310,0.0,0.0,0,73576,157750,1325,0,24.844966876733853,7.532995563011165,0.0,76.93453177257526,0,0,0,0,0,0.0,0.0,0.0,0.0,0,79572,5270,711,0,8.905462702812708,8.905462702812708,0.0,11.842551839464878,5270,17.311971313722715,0.0,0.0,0.0,150440,0,0,0,2800,1640.2613104425495
ite8,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,176644,195582,2203,179970,15.870577791533732,8.72973944024601,17.695967364723586,0.0,0.0,8125,7487,0.0,0.0,0,71281,187457,1339,0,25.53765729963432,7.841689934910743,0.0,80.53729096989964,0,0,0,0,0,0.0,0.0,0.0,0.0,0,105363,8125,864,0,9.330529630253983,9.330529630253983,0.0,13.594225195094761,8125,17.695967364723586,0.0,0.0,0.0,179970,0,0,0,4440,2776.582694384594
ite8,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,214956,213129,2400,191744,15.134263350059987,9.296031817069062,18.229346446343257,0.0,0.0,13997,7388,0.0,0.0,0,68843,199132,1354,0,26.78205700974139,8.552710563398112,0.0,84.40167224080268,0,0,0,0,0,0.0,0.0,0.0,0.0,0,146113,13997,1046,0,9.646257088376046,9.646257088376046,0.0,16.777866698518878,13997,18.229346446343257,0.0,0.0,0.0,191744,0,0,0,7256,2790.507097889438
ite8,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,250356,252762,2490,230482,13.68177404540056,8.692606010863141,16.907173345984624,0.0,0.0,14878,7402,0.0,0.0,0,73878,237884,1403,0,25.139437959796577,8.23226461381197,0.0,85.59719899665551,0,0,0,0,0,0.0,0.0,0.0,0.0,0,176478,14878,1087,0,8.885316160181208,8.885316160181208,0.0,16.043795986622065,14878,16.907173345984624,0.0,0.0,0.0,230482,0,0,0,10107,2719.244888872988
